value,seq
n2P1bV,"Կոռուպցիայի տեսակը, Պաշտոնյայի սեռը, Ինչ նպատակով է պաշտոնյան օգտագործում ստացված կաշառքը, Պաշտոնյայի աշխատանքի ոլորտը, Պաշտոնյայի աստիճանը, Կոռուպցիայի չափը, Արդյոք պաշտոնյան գործում է միայնակ"
MVdE4y,"Կոռուպցիայի տեսակը, Արդյոք պաշտոնյան գործում է միայնակ, Ինչ նպատակով է պաշտոնյան օգտագործում ստացված կաշառքը, Պաշտոնյայի սեռը, Պաշտոնյայի աստիճանը, Կոռուպցիայի չափը, Պաշտոնյայի աշխատանքի ոլորտը"
Ky8JG2,"Կոռուպցիայի տեսակը, Արդյոք պաշտոնյան գործում է միայնակ, Պաշտոնյայի աստիճանը, Ինչ նպատակով է պաշտոնյան օգտագործում ստացված կաշառքը, Կոռուպցիայի չափը, Պաշտոնյայի աշխատանքի ոլորտը, Պաշտոնյայի սեռը"
721JgV,"Կոռուպցիայի տեսակը, Կոռուպցիայի չափը, Արդյոք պաշտոնյան գործում է միայնակ, Ինչ նպատակով է պաշտոնյան օգտագործում ստացված կաշառքը, Պաշտոնյայի աստիճանը, Պաշտոնյայի աշխատանքի ոլորտը, Պաշտոնյայի սեռը"
1yreQV,"Կոռուպցիայի տեսակը, Պաշտոնյայի աշխատանքի ոլորտը, Պաշտոնյայի աստիճանը, Արդյոք պաշտոնյան գործում է միայնակ, Ինչ նպատակով է պաշտոնյան օգտագործում ստացված կաշառքը, Պաշտոնյայի սեռը, Կոռուպցիայի չափը"
QBR1vy,"Կոռուպցիայի տեսակը, Պաշտոնյայի աշխատանքի ոլորտը, Պաշտոնյայի սեռը, Արդյոք պաշտոնյան գործում է միայնակ, Կոռուպցիայի չափը, Պաշտոնյայի աստիճանը, Ինչ նպատակով է պաշտոնյան օգտագործում ստացված կաշառքը"
eylemB,"Կոռուպցիայի տեսակը, Պաշտոնյայի սեռը, Արդյոք պաշտոնյան գործում է միայնակ, Ինչ նպատակով է պաշտոնյան օգտագործում ստացված կաշառքը, Պաշտոնյայի աստիճանը, Կոռուպցիայի չափը, Պաշտոնյայի աշխատանքի ոլորտը"
a2meQ2,"Կոռուպցիայի տեսակը, Պաշտոնյայի սեռը, Ինչ նպատակով է պաշտոնյան օգտագործում ստացված կաշառքը, Կոռուպցիայի չափը, Արդյոք պաշտոնյան գործում է միայնակ, Պաշտոնյայի աշխատանքի ոլորտը, Պաշտոնյայի աստիճանը"
OBweYV,"Կոռուպցիայի տեսակը, Կոռուպցիայի չափը, Ինչ նպատակով է պաշտոնյան օգտագործում ստացված կաշառքը, Արդյոք պաշտոնյան գործում է միայնակ, Պաշտոնյայի աստիճանը, Պաշտոնյայի սեռը, Պաշտոնյայի աշխատանքի ոլորտը"
1BJ4YV,"Կոռուպցիայի տեսակը, Պաշտոնյայի սեռը, Պաշտոնյայի աշխատանքի ոլորտը, Արդյոք պաշտոնյան գործում է միայնակ, Ինչ նպատակով է պաշտոնյան օգտագործում ստացված կաշառքը, Պաշտոնյայի աստիճանը, Կոռուպցիայի չափը"
W2zezB,"Կոռուպցիայի տեսակը, Պաշտոնյայի աստիճանը, Պաշտոնյայի աշխատանքի ոլորտը, Արդյոք պաշտոնյան գործում է միայնակ, Կոռուպցիայի չափը, Պաշտոնյայի սեռը, Ինչ նպատակով է պաշտոնյան օգտագործում ստացված կաշառքը"
Ey7jKV,"Կոռուպցիայի տեսակը, Ինչ նպատակով է պաշտոնյան օգտագործում ստացված կաշառքը, Կոռուպցիայի չափը, Արդյոք պաշտոնյան գործում է միայնակ, Պաշտոնյայի աստիճանը, Պաշտոնյայի աշխատանքի ոլորտը, Պաշտոնյայի սեռը"
MyveYV,"Կոռուպցիայի տեսակը, Պաշտոնյայի աշխատանքի ոլորտը, Պաշտոնյայի աստիճանը, Պաշտոնյայի սեռը, Ինչ նպատակով է պաշտոնյան օգտագործում ստացված կաշառքը, Կոռուպցիայի չափը, Արդյոք պաշտոնյան գործում է միայնակ"
QyYagy,"Կոռուպցիայի տեսակը, Պաշտոնյայի աշխատանքի ոլորտը, Կոռուպցիայի չափը, Ինչ նպատակով է պաշտոնյան օգտագործում ստացված կաշառքը, Պաշտոնյայի սեռը, Պաշտոնյայի աստիճանը, Արդյոք պաշտոնյան գործում է միայնակ"
YBqeXB,"Կոռուպցիայի տեսակը, Արդյոք պաշտոնյան գործում է միայնակ, Պաշտոնյայի աշխատանքի ոլորտը, Պաշտոնյայի աստիճանը, Պաշտոնյայի սեռը, Կոռուպցիայի չափը, Ինչ նպատակով է պաշտոնյան օգտագործում ստացված կաշառքը"
YBLj9V,"Կոռուպցիայի տեսակը, Ինչ նպատակով է պաշտոնյան օգտագործում ստացված կաշառքը, Պաշտոնյայի աստիճանը, Արդյոք պաշտոնյան գործում է միայնակ, Պաշտոնյայի աշխատանքի ոլորտը, Պաշտոնյայի սեռը, Կոռուպցիայի չափը"
JV9ArV,"Կոռուպցիայի տեսակը, Ինչ նպատակով է պաշտոնյան օգտագործում ստացված կաշառքը, Պաշտոնյայի աստիճանը, Պաշտոնյայի սեռը, Արդյոք պաշտոնյան գործում է միայնակ, Պաշտոնյայի աշխատանքի ոլորտը, Կոռուպցիայի չափը"
nye1Ry,"Կոռուպցիայի տեսակը, Ինչ նպատակով է պաշտոնյան օգտագործում ստացված կաշառքը, Կոռուպցիայի չափը, Պաշտոնյայի սեռը, Պաշտոնյայի աստիճանը, Արդյոք պաշտոնյան գործում է միայնակ, Պաշտոնյայի աշխատանքի ոլորտը"
b2NArB,"Կոռուպցիայի տեսակը, Կոռուպցիայի չափը, Պաշտոնյայի աշխատանքի ոլորտը, Ինչ նպատակով է պաշտոնյան օգտագործում ստացված կաշառքը, Արդյոք պաշտոնյան գործում է միայնակ, Պաշտոնյայի սեռը, Պաշտոնյայի աստիճանը"
b2QPkB,"Կոռուպցիայի տեսակը, Պաշտոնյայի աստիճանը, Արդյոք պաշտոնյան գործում է միայնակ, Կոռուպցիայի չափը, Պաշտոնյայի աշխատանքի ոլորտը, Ինչ նպատակով է պաշտոնյան օգտագործում ստացված կաշառքը, Պաշտոնյայի սեռը"
3VMDg2,"Կոռուպցիայի տեսակը, Պաշտոնյայի աշխատանքի ոլորտը, Կոռուպցիայի չափը, Արդյոք պաշտոնյան գործում է միայնակ, Պաշտոնյայի սեռը, Ինչ նպատակով է պաշտոնյան օգտագործում ստացված կաշառքը, Պաշտոնյայի աստիճանը"
RVX1Xy,"Կոռուպցիայի տեսակը, Կոռուպցիայի չափը, Պաշտոնյայի աշխատանքի ոլորտը, Արդյոք պաշտոնյան գործում է միայնակ, Պաշտոնյայի սեռը, Պաշտոնյայի աստիճանը, Ինչ նպատակով է պաշտոնյան օգտագործում ստացված կաշառքը"
rBarg2,"Կոռուպցիայի տեսակը, Պաշտոնյայի աշխատանքի ոլորտը, Արդյոք պաշտոնյան գործում է միայնակ, Պաշտոնյայի աստիճանը, Կոռուպցիայի չափը, Պաշտոնյայի սեռը, Ինչ նպատակով է պաշտոնյան օգտագործում ստացված կաշառքը"
Pyoe12,"Կոռուպցիայի տեսակը, Պաշտոնյայի սեռը, Ինչ նպատակով է պաշտոնյան օգտագործում ստացված կաշառքը, Պաշտոնյայի աշխատանքի ոլորտը, Արդյոք պաշտոնյան գործում է միայնակ, Պաշտոնյայի աստիճանը, Կոռուպցիայի չափը"
LyZzWy,"Կոռուպցիայի տեսակը, Պաշտոնյայի աստիճանը, Արդյոք պաշտոնյան գործում է միայնակ, Կոռուպցիայի չափը, Ինչ նպատակով է պաշտոնյան օգտագործում ստացված կաշառքը, Պաշտոնյայի աշխատանքի ոլորտը, Պաշտոնյայի սեռը"
9Bb11y,"Կոռուպցիայի տեսակը, Ինչ նպատակով է պաշտոնյան օգտագործում ստացված կաշառքը, Պաշտոնյայի աստիճանը, Կոռուպցիայի չափը, Պաշտոնյայի աշխատանքի ոլորտը, Արդյոք պաշտոնյան գործում է միայնակ, Պաշտոնյայի սեռը"
NypePB,"Կոռուպցիայի տեսակը, Պաշտոնյայի աստիճանը, Պաշտոնյայի աշխատանքի ոլորտը, Պաշտոնյայի սեռը, Կոռուպցիայի չափը, Արդյոք պաշտոնյան գործում է միայնակ, Ինչ նպատակով է պաշտոնյան օգտագործում ստացված կաշառքը"
NyG5g2,"Կոռուպցիայի տեսակը, Պաշտոնյայի սեռը, Կոռուպցիայի չափը, Պաշտոնյայի աշխատանքի ոլորտը, Արդյոք պաշտոնյան գործում է միայնակ, Ինչ նպատակով է պաշտոնյան օգտագործում ստացված կաշառքը, Պաշտոնյայի աստիճանը"
7BO072,"Կոռուպցիայի տեսակը, Ինչ նպատակով է պաշտոնյան օգտագործում ստացված կաշառքը, Կոռուպցիայի չափը, Արդյոք պաշտոնյան գործում է միայնակ, Պաշտոնյայի սեռը, Պաշտոնյայի աշխատանքի ոլորտը, Պաշտոնյայի աստիճանը"
32ke6y,"Կոռուպցիայի տեսակը, Կոռուպցիայի չափը, Պաշտոնյայի աստիճանը, Պաշտոնյայի աշխատանքի ոլորտը, Ինչ նպատակով է պաշտոնյան օգտագործում ստացված կաշառքը, Պաշտոնյայի սեռը, Արդյոք պաշտոնյան գործում է միայնակ"
ZyxNv2,"Կոռուպցիայի տեսակը, Պաշտոնյայի աստիճանը, Պաշտոնյայի աշխատանքի ոլորտը, Պաշտոնյայի սեռը, Արդյոք պաշտոնյան գործում է միայնակ, Կոռուպցիայի չափը, Ինչ նպատակով է պաշտոնյան օգտագործում ստացված կաշառքը"
5y3njV,"Կոռուպցիայի տեսակը, Պաշտոնյայի աշխատանքի ոլորտը, Ինչ նպատակով է պաշտոնյան օգտագործում ստացված կաշառքը, Պաշտոնյայի աստիճանը, Արդյոք պաշտոնյան գործում է միայնակ, Կոռուպցիայի չափը, Պաշտոնյայի սեռը"
MBK6Ey,"Կոռուպցիայի տեսակը, Ինչ նպատակով է պաշտոնյան օգտագործում ստացված կաշառքը, Պաշտոնյայի աստիճանը, Պաշտոնյայի սեռը, Կոռուպցիայի չափը, Պաշտոնյայի աշխատանքի ոլորտը, Արդյոք պաշտոնյան գործում է միայնակ"
